filename,galaxy,split,cut_type,cut_category,shell_id,positive_manifest,local_velocity_kms,velocity_center_kms,velocity_offset_kms,spatial_window_kpc,velocity_window_kms,mask_pixels_manifest,quality_flags,pv_cut_center,pv_cut_angle_deg,spatial_offset_pix,spatial_offset_beam,angle_offset_deg,source,source_shell_id,sample_index,crop_v0,crop_pos0,true_patch,label_pixels_in_patch,max_probability,mean_probability,probability_mass,pred_patch_0p05,patch_tp_0p05,patch_fp_0p05,patch_fn_0p05,patch_tn_0p05,pixel_precision_0p05,pixel_recall_0p05,pixel_f1_0p05,pixel_tp_0p05,pixel_fp_0p05,pixel_fn_0p05,pred_patch_0p075,patch_tp_0p075,patch_fp_0p075,patch_fn_0p075,patch_tn_0p075,pixel_precision_0p075,pixel_recall_0p075,pixel_f1_0p075,pixel_tp_0p075,pixel_fp_0p075,pixel_fn_0p075
ngc_7793__std_000751.npy,ngc_7793,test,deployment_grid_standardized,fine_grid_deployment_like,,0,261.79559326171875,261.79559326171875,0.0,5.0,200.0,0,,"[672.0, 480.0]",45.0,,,,deployment_grid_standardized,,0,0,0,0,0,0.9998863935470581,0.02381487376987934,585.2743530273438,1,0,1,0,0,0.0,0.0,0.0,0,747,0,1,0,1,0,0,0.0,0.0,0.0,0,716,0
ngc_7793__std_000751.npy,ngc_7793,test,deployment_grid_standardized,fine_grid_deployment_like,,0,261.79559326171875,261.79559326171875,0.0,5.0,200.0,0,,"[672.0, 480.0]",45.0,,,,deployment_grid_standardized,,1,0,0,0,0,0.9998863935470581,0.02381487376987934,585.2743530273438,1,0,1,0,0,0.0,0.0,0.0,0,747,0,1,0,1,0,0,0.0,0.0,0.0,0,716,0
ngc_2366__std_000751.npy,ngc_2366,val,deployment_grid_standardized,fine_grid_deployment_like,,0,116.19136810302734,116.19136810302734,0.0,5.0,200.0,0,,"[384.0, 768.0]",135.0,,,,deployment_grid_standardized,,0,0,0,0,0,0.9998777508735657,0.01919814758002758,471.8136901855469,1,0,1,0,0,0.0,0.0,0.0,0,606,0,1,0,1,0,0,0.0,0.0,0.0,0,576,0
ngc_2366__std_000751.npy,ngc_2366,val,deployment_grid_standardized,fine_grid_deployment_like,,0,116.19136810302734,116.19136810302734,0.0,5.0,200.0,0,,"[384.0, 768.0]",135.0,,,,deployment_grid_standardized,,1,0,0,0,0,0.9998777508735657,0.01919814758002758,471.8136901855469,1,0,1,0,0,0.0,0.0,0.0,0,606,0,1,0,1,0,0,0.0,0.0,0.0,0,576,0
ngc_4736__std_000675.npy,ngc_4736,val,deployment_grid_standardized,fine_grid_deployment_like,,0,266.59381103515625,266.59381103515625,0.0,5.0,200.0,0,,"[480.0, 480.0]",135.0,,,,deployment_grid_standardized,,0,0,0,0,0,0.9998560547828674,0.011952941305935383,293.7554931640625,1,0,1,0,0,0.0,0.0,0.0,0,353,0,1,0,1,0,0,0.0,0.0,0.0,0,342,0
ngc_4736__std_000675.npy,ngc_4736,val,deployment_grid_standardized,fine_grid_deployment_like,,0,266.59381103515625,266.59381103515625,0.0,5.0,200.0,0,,"[480.0, 480.0]",135.0,,,,deployment_grid_standardized,,1,0,0,0,0,0.9998560547828674,0.011952941305935383,293.7554931640625,1,0,1,0,0,0.0,0.0,0.0,0,353,0,1,0,1,0,0,0.0,0.0,0.0,0,342,0
ngc_2366__std_000727.npy,ngc_2366,val,deployment_grid_standardized,fine_grid_deployment_like,,0,81.24874114990234,81.24874114990234,0.0,5.0,200.0,0,,"[576.0, 480.0]",135.0,,,,deployment_grid_standardized,,0,0,0,0,0,0.9998505711555481,0.015955530107021332,392.12310791015625,1,0,1,0,0,0.0,0.0,0.0,0,523,0,1,0,1,0,0,0.0,0.0,0.0,0,499,0
ngc_2366__std_000727.npy,ngc_2366,val,deployment_grid_standardized,fine_grid_deployment_like,,0,81.24874114990234,81.24874114990234,0.0,5.0,200.0,0,,"[576.0, 480.0]",135.0,,,,deployment_grid_standardized,,1,0,0,0,0,0.9998505711555481,0.015955530107021332,392.12310791015625,1,0,1,0,0,0.0,0.0,0.0,0,523,0,1,0,1,0,0,0.0,0.0,0.0,0,499,0
ngc_7793__std_000738.npy,ngc_7793,test,deployment_grid_standardized,fine_grid_deployment_like,,0,223.1219940185547,223.1219940185547,0.0,5.0,200.0,0,,"[576.0, 384.0]",0.0,,,,deployment_grid_standardized,,0,0,0,0,0,0.9998411536216736,0.0185843612998724,456.7292785644531,1,0,1,0,0,0.0,0.0,0.0,0,537,0,1,0,1,0,0,0.0,0.0,0.0,0,526,0
ngc_7793__std_000738.npy,ngc_7793,test,deployment_grid_standardized,fine_grid_deployment_like,,0,223.1219940185547,223.1219940185547,0.0,5.0,200.0,0,,"[576.0, 384.0]",0.0,,,,deployment_grid_standardized,,1,0,0,0,0,0.9998411536216736,0.0185843612998724,456.7292785644531,1,0,1,0,0,0.0,0.0,0.0,0,537,0,1,0,1,0,0,0.0,0.0,0.0,0,526,0
ho_i__std_000205.npy,ho_i,val,deployment_grid_standardized,fine_grid_deployment_like,,0,135.27464294433594,135.27464294433594,0.0,5.0,200.0,0,,"[576.0, 480.0]",45.0,,,,deployment_grid_standardized,,0,0,0,0,0,0.9998064041137695,0.0064510442316532135,158.54086303710938,1,0,1,0,0,0.0,0.0,0.0,0,182,0,1,0,1,0,0,0.0,0.0,0.0,0,176,0
ho_i__std_000205.npy,ho_i,val,deployment_grid_standardized,fine_grid_deployment_like,,0,135.27464294433594,135.27464294433594,0.0,5.0,200.0,0,,"[576.0, 480.0]",45.0,,,,deployment_grid_standardized,,1,0,0,0,0,0.9998064041137695,0.0064510442316532135,158.54086303710938,1,0,1,0,0,0.0,0.0,0.0,0,182,0,1,0,1,0,0,0.0,0.0,0.0,0,176,0
ngc_7793__std_000769.npy,ngc_7793,test,deployment_grid_standardized,fine_grid_deployment_like,,0,239.6138916015625,239.6138916015625,0.0,5.0,200.0,0,,"[480.0, 672.0]",135.0,,,,deployment_grid_standardized,,0,0,0,0,0,0.9996519684791565,0.0127950981259346,314.45233154296875,1,0,1,0,0,0.0,0.0,0.0,0,401,0,1,0,1,0,0,0.0,0.0,0.0,0,385,0
ngc_7793__std_000769.npy,ngc_7793,test,deployment_grid_standardized,fine_grid_deployment_like,,0,239.6138916015625,239.6138916015625,0.0,5.0,200.0,0,,"[480.0, 672.0]",135.0,,,,deployment_grid_standardized,,1,0,0,0,0,0.9996519684791565,0.0127950981259346,314.45233154296875,1,0,1,0,0,0.0,0.0,0.0,0,401,0,1,0,1,0,0,0.0,0.0,0.0,0,385,0
ngc_7793__std_000735.npy,ngc_7793,test,deployment_grid_standardized,fine_grid_deployment_like,,0,196.45873260498047,196.45873260498047,0.0,5.0,200.0,0,,"[288.0, 384.0]",45.0,,,,deployment_grid_standardized,,0,0,0,0,0,0.9996472001075745,0.010498694144189358,258.0158996582031,1,0,1,0,0,0.0,0.0,0.0,0,345,0,1,0,1,0,0,0.0,0.0,0.0,0,329,0
ngc_7793__std_000735.npy,ngc_7793,test,deployment_grid_standardized,fine_grid_deployment_like,,0,196.45873260498047,196.45873260498047,0.0,5.0,200.0,0,,"[288.0, 384.0]",45.0,,,,deployment_grid_standardized,,1,0,0,0,0,0.9996472001075745,0.010498694144189358,258.0158996582031,1,0,1,0,0,0.0,0.0,0.0,0,345,0,1,0,1,0,0,0.0,0.0,0.0,0,329,0
ngc_3184__std_001099.npy,ngc_3184,test,deployment_grid_standardized,fine_grid_deployment_like,,0,573.1958618164062,573.1958618164062,0.0,5.0,200.0,0,,"[384.0, 576.0]",135.0,,,,deployment_grid_standardized,,0,0,0,0,0,0.999643087387085,0.010777008719742298,264.85577392578125,1,0,1,0,0,0.0,0.0,0.0,0,319,0,1,0,1,0,0,0.0,0.0,0.0,0,309,0
ngc_3184__std_001099.npy,ngc_3184,test,deployment_grid_standardized,fine_grid_deployment_like,,0,573.1958618164062,573.1958618164062,0.0,5.0,200.0,0,,"[384.0, 576.0]",135.0,,,,deployment_grid_standardized,,1,0,0,0,0,0.999643087387085,0.010777008719742298,264.85577392578125,1,0,1,0,0,0.0,0.0,0.0,0,319,0,1,0,1,0,0,0.0,0.0,0.0,0,309,0
ngc_3184__std_001078.npy,ngc_3184,test,deployment_grid_standardized,fine_grid_deployment_like,,0,616.9712524414062,616.9712524414062,0.0,5.0,200.0,0,,"[384.0, 384.0]",90.0,,,,deployment_grid_standardized,,0,0,0,0,0,0.9996000528335571,0.007890700362622738,193.92184448242188,1,0,1,0,0,0.0,0.0,0.0,0,241,0,1,0,1,0,0,0.0,0.0,0.0,0,232,0
ngc_3184__std_001078.npy,ngc_3184,test,deployment_grid_standardized,fine_grid_deployment_like,,0,616.9712524414062,616.9712524414062,0.0,5.0,200.0,0,,"[384.0, 384.0]",90.0,,,,deployment_grid_standardized,,1,0,0,0,0,0.9996000528335571,0.007890700362622738,193.92184448242188,1,0,1,0,0,0.0,0.0,0.0,0,241,0,1,0,1,0,0,0.0,0.0,0.0,0,232,0
ngc_7793__std_000739.npy,ngc_7793,test,deployment_grid_standardized,fine_grid_deployment_like,,0,227.3028793334961,227.3028793334961,0.0,5.0,200.0,0,,"[576.0, 384.0]",45.0,,,,deployment_grid_standardized,,0,0,0,0,0,0.9995306134223938,0.010826204903423786,266.0648193359375,1,0,1,0,0,0.0,0.0,0.0,0,366,0,1,0,1,0,0,0.0,0.0,0.0,0,347,0
ngc_7793__std_000739.npy,ngc_7793,test,deployment_grid_standardized,fine_grid_deployment_like,,0,227.3028793334961,227.3028793334961,0.0,5.0,200.0,0,,"[576.0, 384.0]",45.0,,,,deployment_grid_standardized,,1,0,0,0,0,0.9995306134223938,0.010826204903423786,266.0648193359375,1,0,1,0,0,0.0,0.0,0.0,0,366,0,1,0,1,0,0,0.0,0.0,0.0,0,347,0
ngc_7793__std_000761.npy,ngc_7793,test,deployment_grid_standardized,fine_grid_deployment_like,,0,231.97023010253906,231.97023010253906,0.0,5.0,200.0,0,,"[480.0, 576.0]",135.0,,,,deployment_grid_standardized,,0,0,0,0,0,0.999477207660675,0.024417942389845848,600.0953369140625,1,0,1,0,0,0.0,0.0,0.0,0,755,0,1,0,1,0,0,0.0,0.0,0.0,0,722,0
ngc_7793__std_000761.npy,ngc_7793,test,deployment_grid_standardized,fine_grid_deployment_like,,0,231.97023010253906,231.97023010253906,0.0,5.0,200.0,0,,"[480.0, 576.0]",135.0,,,,deployment_grid_standardized,,1,0,0,0,0,0.999477207660675,0.024417942389845848,600.0953369140625,1,0,1,0,0,0.0,0.0,0.0,0,755,0,1,0,1,0,0,0.0,0.0,0.0,0,722,0
ngc_4449__std_000585.npy,ngc_4449,val,deployment_grid_standardized,fine_grid_deployment_like,,0,210.7103729248047,210.7103729248047,0.0,5.0,200.0,0,,"[576.0, 672.0]",45.0,,,,deployment_grid_standardized,,0,0,0,0,0,0.9993976354598999,0.007852372713387012,192.97991943359375,1,0,1,0,0,0.0,0.0,0.0,0,260,0,1,0,1,0,0,0.0,0.0,0.0,0,247,0
ngc_4449__std_000585.npy,ngc_4449,val,deployment_grid_standardized,fine_grid_deployment_like,,0,210.7103729248047,210.7103729248047,0.0,5.0,200.0,0,,"[576.0, 672.0]",45.0,,,,deployment_grid_standardized,,1,0,0,0,0,0.9993976354598999,0.007852372713387012,192.97991943359375,1,0,1,0,0,0.0,0.0,0.0,0,260,0,1,0,1,0,0,0.0,0.0,0.0,0,247,0
ngc_4449__std_000552.npy,ngc_4449,val,deployment_grid_standardized,fine_grid_deployment_like,,0,245.94696044921875,245.94696044921875,0.0,5.0,200.0,0,,"[672.0, 384.0]",0.0,,,,deployment_grid_standardized,,0,0,0,0,0,0.9993308782577515,0.012356682680547237,303.6778259277344,1,0,1,0,0,0.0,0.0,0.0,0,397,0,1,0,1,0,0,0.0,0.0,0.0,0,379,0
ngc_4449__std_000552.npy,ngc_4449,val,deployment_grid_standardized,fine_grid_deployment_like,,0,245.94696044921875,245.94696044921875,0.0,5.0,200.0,0,,"[672.0, 384.0]",0.0,,,,deployment_grid_standardized,,1,0,0,0,0,0.9993308782577515,0.012356682680547237,303.6778259277344,1,0,1,0,0,0.0,0.0,0.0,0,397,0,1,0,1,0,0,0.0,0.0,0.0,0,379,0
ddo53__std_000125.npy,ddo53,test,deployment_grid_standardized,fine_grid_deployment_like,,0,20.493043899536133,20.493043899536133,0.0,5.0,200.0,0,,"[480.0, 480.0]",135.0,,,,deployment_grid_standardized,,0,0,0,0,0,0.9993162751197815,0.011717905290424824,287.979248046875,1,0,1,0,0,0.0,0.0,0.0,0,361,0,1,0,1,0,0,0.0,0.0,0.0,0,352,0
ddo53__std_000125.npy,ddo53,test,deployment_grid_standardized,fine_grid_deployment_like,,0,20.493043899536133,20.493043899536133,0.0,5.0,200.0,0,,"[480.0, 480.0]",135.0,,,,deployment_grid_standardized,,1,0,0,0,0,0.9993162751197815,0.011717905290424824,287.979248046875,1,0,1,0,0,0.0,0.0,0.0,0,361,0,1,0,1,0,0,0.0,0.0,0.0,0,352,0
ngc_7793__std_000758.npy,ngc_7793,test,deployment_grid_standardized,fine_grid_deployment_like,,0,231.47137451171875,231.47137451171875,0.0,5.0,200.0,0,,"[480.0, 576.0]",0.0,,,,deployment_grid_standardized,,0,0,0,0,0,0.9991853833198547,0.03146659955382347,773.3231201171875,1,0,1,0,0,0.0,0.0,0.0,0,982,0,1,0,1,0,0,0.0,0.0,0.0,0,952,0
ngc_7793__std_000758.npy,ngc_7793,test,deployment_grid_standardized,fine_grid_deployment_like,,0,231.47137451171875,231.47137451171875,0.0,5.0,200.0,0,,"[480.0, 576.0]",0.0,,,,deployment_grid_standardized,,1,0,0,0,0,0.9991853833198547,0.03146659955382347,773.3231201171875,1,0,1,0,0,0.0,0.0,0.0,0,982,0,1,0,1,0,0,0.0,0.0,0.0,0,952,0
ho_ii__std_001086.npy,ho_ii,test,deployment_grid_standardized,fine_grid_deployment_like,,0,166.6895294189453,166.6895294189453,0.0,5.0,200.0,0,,"[384.0, 480.0]",90.0,,,,deployment_grid_standardized,,0,0,0,0,0,0.9990041255950928,0.010861136019229889,266.92327880859375,1,0,1,0,0,0.0,0.0,0.0,0,341,0,1,0,1,0,0,0.0,0.0,0.0,0,327,0
ho_ii__std_001086.npy,ho_ii,test,deployment_grid_standardized,fine_grid_deployment_like,,0,166.6895294189453,166.6895294189453,0.0,5.0,200.0,0,,"[384.0, 480.0]",90.0,,,,deployment_grid_standardized,,1,0,0,0,0,0.9990041255950928,0.010861136019229889,266.92327880859375,1,0,1,0,0,0.0,0.0,0.0,0,341,0,1,0,1,0,0,0.0,0.0,0.0,0,327,0
ho_i__std_000248.npy,ho_i,val,deployment_grid_standardized,fine_grid_deployment_like,,0,145.06787109375,145.06787109375,0.0,5.0,200.0,0,,"[672.0, 960.0]",0.0,,,,deployment_grid_standardized,,0,0,0,0,0,0.998858630657196,0.019700011238455772,484.1474914550781,1,0,1,0,0,0.0,0.0,0.0,0,591,0,1,0,1,0,0,0.0,0.0,0.0,0,579,0
ho_i__std_000248.npy,ho_i,val,deployment_grid_standardized,fine_grid_deployment_like,,0,145.06787109375,145.06787109375,0.0,5.0,200.0,0,,"[672.0, 960.0]",0.0,,,,deployment_grid_standardized,,1,0,0,0,0,0.998858630657196,0.019700011238455772,484.1474914550781,1,0,1,0,0,0.0,0.0,0.0,0,591,0,1,0,1,0,0,0.0,0.0,0.0,0,579,0
ngc_4736__std_000662.npy,ngc_4736,val,deployment_grid_standardized,fine_grid_deployment_like,,0,289.9685363769531,289.9685363769531,0.0,5.0,200.0,0,,"[480.0, 384.0]",90.0,,,,deployment_grid_standardized,,0,0,0,0,0,0.9987902045249939,0.01273795310407877,313.0479431152344,1,0,1,0,0,0.0,0.0,0.0,0,407,0,1,0,1,0,0,0.0,0.0,0.0,0,393,0
ngc_4736__std_000662.npy,ngc_4736,val,deployment_grid_standardized,fine_grid_deployment_like,,0,289.9685363769531,289.9685363769531,0.0,5.0,200.0,0,,"[480.0, 384.0]",90.0,,,,deployment_grid_standardized,,1,0,0,0,0,0.9987902045249939,0.01273795310407877,313.0479431152344,1,0,1,0,0,0.0,0.0,0.0,0,407,0,1,0,1,0,0,0.0,0.0,0.0,0,393,0
ngc_4736__std_000689.npy,ngc_4736,val,deployment_grid_standardized,fine_grid_deployment_like,,0,336.9555358886719,336.9555358886719,0.0,5.0,200.0,0,,"[576.0, 672.0]",45.0,,,,deployment_grid_standardized,,0,0,0,0,0,0.998537003993988,0.004861101042479277,119.46642303466797,1,0,1,0,0,0.0,0.0,0.0,0,160,0,1,0,1,0,0,0.0,0.0,0.0,0,153,0
ngc_4736__std_000689.npy,ngc_4736,val,deployment_grid_standardized,fine_grid_deployment_like,,0,336.9555358886719,336.9555358886719,0.0,5.0,200.0,0,,"[576.0, 672.0]",45.0,,,,deployment_grid_standardized,,1,0,0,0,0,0.998537003993988,0.004861101042479277,119.46642303466797,1,0,1,0,0,0.0,0.0,0.0,0,160,0,1,0,1,0,0,0.0,0.0,0.0,0,153,0
ngc_7793__std_000734.npy,ngc_7793,test,deployment_grid_standardized,fine_grid_deployment_like,,0,209.0401382446289,209.0401382446289,0.0,5.0,200.0,0,,"[288.0, 384.0]",0.0,,,,deployment_grid_standardized,,0,0,0,0,0,0.9985349774360657,0.009007763117551804,221.37478637695312,1,0,1,0,0,0.0,0.0,0.0,0,303,0,1,0,1,0,0,0.0,0.0,0.0,0,296,0
ngc_7793__std_000734.npy,ngc_7793,test,deployment_grid_standardized,fine_grid_deployment_like,,0,209.0401382446289,209.0401382446289,0.0,5.0,200.0,0,,"[288.0, 384.0]",0.0,,,,deployment_grid_standardized,,1,0,0,0,0,0.9985349774360657,0.009007763117551804,221.37478637695312,1,0,1,0,0,0.0,0.0,0.0,0,303,0,1,0,1,0,0,0.0,0.0,0.0,0,296,0
ngc_4736__std_000691.npy,ngc_4736,val,deployment_grid_standardized,fine_grid_deployment_like,,0,330.9871520996094,330.9871520996094,0.0,5.0,200.0,0,,"[576.0, 672.0]",135.0,,,,deployment_grid_standardized,,0,0,0,0,0,0.9984793663024902,0.009502212516963482,233.52638244628906,1,0,1,0,0,0.0,0.0,0.0,0,298,0,1,0,1,0,0,0.0,0.0,0.0,0,280,0
ngc_4736__std_000691.npy,ngc_4736,val,deployment_grid_standardized,fine_grid_deployment_like,,0,330.9871520996094,330.9871520996094,0.0,5.0,200.0,0,,"[576.0, 672.0]",135.0,,,,deployment_grid_standardized,,1,0,0,0,0,0.9984793663024902,0.009502212516963482,233.52638244628906,1,0,1,0,0,0.0,0.0,0.0,0,298,0,1,0,1,0,0,0.0,0.0,0.0,0,280,0
ho_i__std_000215.npy,ho_i,val,deployment_grid_standardized,fine_grid_deployment_like,,0,142.52871704101562,142.52871704101562,0.0,5.0,200.0,0,,"[384.0, 576.0]",135.0,,,,deployment_grid_standardized,,0,0,0,0,0,0.998420000076294,0.016113819554448128,396.0132141113281,1,0,1,0,0,0.0,0.0,0.0,0,462,0,1,0,1,0,0,0.0,0.0,0.0,0,455,0
ho_i__std_000215.npy,ho_i,val,deployment_grid_standardized,fine_grid_deployment_like,,0,142.52871704101562,142.52871704101562,0.0,5.0,200.0,0,,"[384.0, 576.0]",135.0,,,,deployment_grid_standardized,,1,0,0,0,0,0.998420000076294,0.016113819554448128,396.0132141113281,1,0,1,0,0,0.0,0.0,0.0,0,462,0,1,0,1,0,0,0.0,0.0,0.0,0,455,0
ngc_3184__std_001076.npy,ngc_3184,test,deployment_grid_standardized,fine_grid_deployment_like,,0,619.22900390625,619.22900390625,0.0,5.0,200.0,0,,"[384.0, 384.0]",0.0,,,,deployment_grid_standardized,,0,0,0,0,0,0.9983652234077454,0.008622723631560802,211.9120635986328,1,0,1,0,0,0.0,0.0,0.0,0,258,0,1,0,1,0,0,0.0,0.0,0.0,0,249,0
ngc_3184__std_001076.npy,ngc_3184,test,deployment_grid_standardized,fine_grid_deployment_like,,0,619.22900390625,619.22900390625,0.0,5.0,200.0,0,,"[384.0, 384.0]",0.0,,,,deployment_grid_standardized,,1,0,0,0,0,0.9983652234077454,0.008622723631560802,211.9120635986328,1,0,1,0,0,0.0,0.0,0.0,0,258,0,1,0,1,0,0,0.0,0.0,0.0,0,249,0
ngc_7793__std_000768.npy,ngc_7793,test,deployment_grid_standardized,fine_grid_deployment_like,,0,234.46519470214844,234.46519470214844,0.0,5.0,200.0,0,,"[480.0, 672.0]",90.0,,,,deployment_grid_standardized,,0,0,0,0,0,0.9982990622520447,0.011878245510160923,291.9197692871094,1,0,1,0,0,0.0,0.0,0.0,0,410,0,1,0,1,0,0,0.0,0.0,0.0,0,391,0
ngc_7793__std_000768.npy,ngc_7793,test,deployment_grid_standardized,fine_grid_deployment_like,,0,234.46519470214844,234.46519470214844,0.0,5.0,200.0,0,,"[480.0, 672.0]",90.0,,,,deployment_grid_standardized,,1,0,0,0,0,0.9982990622520447,0.011878245510160923,291.9197692871094,1,0,1,0,0,0.0,0.0,0.0,0,410,0,1,0,1,0,0,0.0,0.0,0.0,0,391,0
ngc_2366__std_000717.npy,ngc_2366,val,deployment_grid_standardized,fine_grid_deployment_like,,0,76.40805053710938,76.40805053710938,0.0,5.0,200.0,0,,"[672.0, 384.0]",45.0,,,,deployment_grid_standardized,,0,0,0,0,0,0.998264491558075,0.009874116629362106,242.66629028320312,1,0,1,0,0,0.0,0.0,0.0,0,327,0,1,0,1,0,0,0.0,0.0,0.0,0,308,0
ngc_2366__std_000717.npy,ngc_2366,val,deployment_grid_standardized,fine_grid_deployment_like,,0,76.40805053710938,76.40805053710938,0.0,5.0,200.0,0,,"[672.0, 384.0]",45.0,,,,deployment_grid_standardized,,1,0,0,0,0,0.998264491558075,0.009874116629362106,242.66629028320312,1,0,1,0,0,0.0,0.0,0.0,0,327,0,1,0,1,0,0,0.0,0.0,0.0,0,308,0
ngc_4736__std_000690.npy,ngc_4736,val,deployment_grid_standardized,fine_grid_deployment_like,,0,332.7827911376953,332.7827911376953,0.0,5.0,200.0,0,,"[576.0, 672.0]",90.0,,,,deployment_grid_standardized,,0,0,0,0,0,0.9982437491416931,0.010044076479971409,246.84323120117188,1,0,1,0,0,0.0,0.0,0.0,0,314,0,1,0,1,0,0,0.0,0.0,0.0,0,304,0
ngc_4736__std_000690.npy,ngc_4736,val,deployment_grid_standardized,fine_grid_deployment_like,,0,332.7827911376953,332.7827911376953,0.0,5.0,200.0,0,,"[576.0, 672.0]",90.0,,,,deployment_grid_standardized,,1,0,0,0,0,0.9982437491416931,0.010044076479971409,246.84323120117188,1,0,1,0,0,0.0,0.0,0.0,0,314,0,1,0,1,0,0,0.0,0.0,0.0,0,304,0
